"","Date","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustSpeed","RainToday","RISK_MM","RainTomorrow","WindDir","Humidity","Pressure","Cloud","Temp","Wind.Direction..degTN.","Wind.Speed..m.s.","Wind.Sigma.Theta..deg.","Wind.Speed.Std.Dev..m.s.","Air.Temperature..degC.","Relative.Humidity....","Nitrogen.Oxide..ppm.","Nitrogen.Dioxide..ppm.","Nitrogen.Oxides..ppm.","Carbon.Monoxide..ppm.","PM10..ug.m.3.","PM2.5..ug.m.3."
"279",17850,20.9,29.6,0,7.4,10.6,26,1,0,1,5,57.5,1016.9,3,27.05,59.5,2.05,36,0.95,32.55,56.75,0.0105,0.012,0.0225,0.1,15.7,5.25
"280",17851,18.9,29.6,0,8,11.5,26,1,0,1,4,54,1015.55,3,26.75,62,2.15,38.85,1.05,33.25,53.55,0.011,0.012,0.0225,0.1,18.35,8.05
"281",17852,19.2,29.6,0,8,8.8,37,1,2.8,2,4,57,1013.95,4.5,26.2,58,1.85,58.1,1,31.9,58.3,0.0045,0.007,0.011,0.1,14.05,7.6
"282",17853,18,26.2,2.8,7.2,7,37,2,0.2,1,3,60.5,1018.15,6.5,23.9,141,3.1,21.65,1.35,28.2,65.5,0.0065,0.0065,0.013,0.1,12.15,5.15
"283",17854,18.2,27,0.2,8,11.6,28,1,0,1,2,46.5,1018.1,2.5,24.25,130,2.3,33.2,1.1,30.55,48.05,0.0165,0.015,0.0315,0.1,26.1,5.65
"284",17855,16.8,28.3,0,9,11.9,28,1,0,1,10.5,46.5,1014.55,3.5,25.95,179,1.85,46,1,31.4,47.3,0.0115,0.013,0.0245,0.15,20.1,6.3
"285",17856,19.4,31.7,0,9.4,9.5,33,1,2.8,2,5,52.5,1007.7,4,28,27,2.15,95.75,1.05,34.1,53.35,0.012,0.014,0.025,0.1,23.45,7.85
"286",17857,23.2,31.1,2.8,8.6,6.1,48,2,6.2,2,11.5,56,1004.35,7,28.2,303.5,2.05,45.15,1.2,34.45,54.65,0.017,0.019,0.036,0.15,28.7,9.95
"287",17858,19.1,30.2,6.2,10,12.2,52,2,0,1,14,18,1006.1,2,26.6,269.5,4.05,31.55,1.85,32.5,19.45,0.02,0.014,0.033,0.3,21.6875,10.5125
"288",17859,16.5,30.6,0,16.8,13.2,56,1,0,1,14,17.5,1005.25,0,27.2,268,4.25,27.25,1.9,32.75,19.15,0.012,0.009,0.021,0.3,18.06875,6.1
"289",17860,19.9,33.5,0,16,10.9,37,1,0.2,1,6.5,23.5,1001.8,6,29.85,172,1.95,61.7,1.45,34.45,27.25,0.006,0.0125,0.0185,0.2,14.6,1.35
"290",17861,18.2,34.8,0.2,8,13.1,39,1,0,1,7.5,32.5,1002.05,0.5,29.3,166.5,2.1,46.7,1.4,35.65,34.35,0.0135,0.015,0.028,0.15,24.65,8.3
"291",17862,18.1,29.9,0,10,3.4,26,1,0.6,1,4,63,1007.45,7,25.2,44,2.15,34.75,1.05,30.75,65.1,0.01,0.0145,0.024,0.05,31.35,11.75
"292",17863,22.7,37.9,0.6,5.4,11.2,63,1,0,1,10.5,42,998.35,3,32.7,305.5,3.8,33.2,1.8,38.35,42.05,0.014,0.0155,0.0295,0.15,32.6,11.35
"293",17864,21.1,34.5,0,16.4,13.1,35,1,0,1,14.5,29.5,1004.15,3,30.5,154,1.95,73.15,1.75,34.75,37.85,0.015,0.0185,0.0335,0.2,26.1,7.2
"294",17865,19.4,29.8,0,8.6,12.7,31,1,0,1,3,53.5,1009.8,3.5,27.35,39,2.25,95.95,1.05,32.65,56.4,0.0075,0.0115,0.019,0.1,34.55,10.45
"295",17866,21.6,33.3,0,7,12.5,28,1,0,1,3,52.5,1010.2,1,29.85,207,2,45.05,1,35.55,53.15,0.003,0.01,0.0125,0.1,28.75,11.825
"296",17867,22.5,34.7,0,8.4,11.3,28,1,0,1,6,57.5,1005.05,5,30.55,208,2.25,31.75,1.05,36.05,58.8,0.0025,0.009,0.0115,0.15,26.8125,10.35625
"297",17868,23.6,30.5,0,10.2,11.1,30,1,0,1,2,55,1008.6,3,28.45,82.5,2.7,30.4,1.4,33.9,55.95,0.00325,0.00775,0.0105,0,24.878125,10.3328125
"298",17869,19.9,30.3,0,6.8,1.2,24,1,0.6,1,6,56,1012.2,7.5,26.55,119,1.1,52.45,0.75,31.9,58.85,0.008,0.016,0.0235,0.05,23.91015625,10.248046875
"299",17870,20.6,27.9,0.6,5.4,5.6,44,1,0,1,3,59.5,1017.2,6,24.9,142,3.4,24.9,1.55,30.55,60.1,0.0155,0.0145,0.0295,0,24.2,8.8
"300",17871,18.8,27.5,0,6.2,10,43,1,0,1,6.5,52.5,1019.75,2.5,24.85,141.5,4.5,21.05,1.8,29.9,56.2,0.017,0.011,0.0275,0,19.75,6.35
"301",17872,18.6,25.7,0,11.2,2,46,1,0,1,3,54.5,1020.65,8,24.1,137,3.4,24.15,1.45,29,57.95,0.0195,0.012,0.0315,0.05,21.4,7.15
"302",17873,19.9,27.4,0,7.8,1.1,31,1,0,1,1,60,1020.05,7,23.8,120.5,2.6,29.05,1.2,29.45,59.9,0.007,0.0085,0.0155,0,25.05,6.5
"303",17874,19.8,29.1,0,5.6,7.4,31,1,0,1,1,54,1017.35,7,26.6,104.5,2.4,32.45,1.2,32.4,54.05,0.0035,0.0035,0.007,0,20.05,7
"304",17875,19.4,29.9,0,7.2,9.6,28,1,0,1,3.5,48.5,1014.95,3,28.35,73,2.75,31.3,1.2,33.25,53.3,0.0055,0.008,0.0135,0,25.65,9.35
"305",17876,19.6,30.3,0,8.2,8.2,28,1,0,1,5,53.5,1015.25,4.5,27.5,58,1.8,59,1,33.35,53.25,0.011,0.0105,0.021,0,25.45,9.25
"306",17877,19.1,29.4,0,8,12,31,1,0,1,5,49.5,1012.8,2.5,27.45,65.5,2.5,32.75,1.3,32.95,51.2,0.008,0.007,0.015,0,19.55,8.5
"307",17878,21.7,30.2,0,8,8,33,1,0,1,6,55.5,1007.4,7,27.1,27,2.4,34.3,1.2,32.9,56.45,0.011,0.0105,0.0215,0.05,21.85,7.9
"308",17879,23.5,31.3,0,8.6,5.4,35,1,3,2,6.5,70.5,1004.45,5.5,27.1,202.5,2.7,32.1,1.25,32.65,70.65,0.014,0.012,0.0255,0.05,16.9,6.2
"309",17880,22.4,31,3,7,7.9,35,2,9,2,6.5,66.5,1008.35,5.5,28,45.5,2.6,34.4,1.35,34.25,63.95,0.0045,0.0065,0.011,0,11.1,4
"310",17881,23.5,25.9,9,6.8,0,31,2,32.6,2,3.5,81.5,1009.65,8,25,65.5,2.4,25.95,1.2,29.6,85.05,0.004,0.0065,0.01,0,13.95,5.5
"311",17882,20.9,28.8,32.6,1.6,5.9,30,2,2.8,2,2,72,1010.15,7.5,26.2,80,2.3,30.95,1.2,30.85,76.25,0.0065,0.008,0.0135,0,14.7,6
"312",17883,21.8,29.8,2.8,5,9.9,26,2,0,1,1,75,1011.85,5,26.15,111,1.85,35.95,1,32.45,71.45,0.0105,0.0085,0.0185,0,11.8,4.75
"313",17884,21.9,30.9,0,3.2,10.5,28,1,0,1,3,61.5,1012.8,2.5,28.35,44.5,2.05,93.4,0.95,34.05,63.95,0.0105,0.01,0.0205,0.1,14.15,6.15
"314",17885,23.8,32.5,0,7.2,12.1,24,1,0,1,7,59,1009,1,30.25,202,2.2,37.6,1,36.2,58.2,0.0075,0.0095,0.0165,0,23.7,7.95
"315",17886,23.7,34.9,0,9.4,10.7,46,1,3,2,6,59,1004.2,1.5,32,33,2.45,96.05,1.25,38.4,58.45,0.009,0.0125,0.021,0,25.55,12.9
"316",17887,23.2,35.7,3,8.6,6.5,50,2,0,1,4.5,60.5,1004.65,7.5,30.7,164.5,0.95,116.35,0.6,36.7,60.85,0.006,0.013,0.019,0,19.4,8.75
"317",17888,19.9,28.6,0,11.4,13,37,1,0,1,6.5,47,1015.35,2.5,26.15,138.5,3.85,25.4,1.7,31.5,48.65,0.0045,0.0055,0.01,0,18.9,5.2
"318",17889,18.9,27.9,0,11.2,11.5,44,1,0.2,1,2,50,1018.8,3.5,26.4,128.5,2.7,30.8,1.35,32.05,49.2,0.0115,0.0075,0.019,0,16.25,6.3
"319",17890,17.4,28.3,0.2,10.6,11.4,33,1,0,1,2.5,47.5,1018.2,4.5,26.15,99,1.9,44.5,1.15,31.95,49.2,0.002,0.003,0.005,0,15.1,6.2
"320",17891,17.2,28.7,0,8.8,12.5,26,1,0,1,2.5,46.5,1017.1,3.5,26.2,92,2.3,36.6,1.15,32.55,46.45,0.002,0.003,0.005,0,14.6,6.8
"321",17892,18.5,29.5,0,8.8,12.8,30,1,0,1,5.5,48,1015.6,2.5,27.3,70,1.65,50.1,1.1,33.45,46.8,0.0045,0.005,0.0095,0,13.25,4.35
"322",17893,19.2,29.7,0,10.2,13,30,1,0,1,2,50,1016.35,2.5,27.35,84.5,2.45,32.1,1.2,32.95,53.6,0.0035,0.004,0.007,0,18.75,6.9
"323",17894,19.4,30.5,0,11.4,12.1,31,1,0,1,2,45.5,1017.35,1.5,28.35,79,2.9,29.1,1.35,34.15,48.25,0.0015,0.0025,0.004,0,21.1,9.45
"324",17895,22.6,30.6,0,9.4,12.3,30,1,0,1,3.5,51.5,1017.85,2,29.1,73.5,2.9,27.85,1.25,34.45,53.05,0.0015,0.0035,0.005,0,26.8,10.4
"325",17896,20.5,31.4,0,9.8,12.3,26,1,0,1,3.5,45.5,1015.4,2,28.9,69,2.7,31.55,1.3,34.3,50.8,0.0025,0.0045,0.007,0,19.35,7.75
